Ward,Ward Latitude,Ward Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
K01,43.46750655,-80.45676691,Holy Guacamole,43.46666238696154,-80.45766697100302,Mexican Restaurant
K01,43.46750655,-80.45676691,Kingpin Bowlounge,43.47244407655112,-80.45057910133893,Bowling Alley
K01,43.46750655,-80.45676691,Starbucks,43.46526,-80.459618,Coffee Shop
K01,43.46750655,-80.45676691,A&W,43.464057,-80.463937,Fast Food Restaurant
K01,43.46750655,-80.45676691,Subway,43.46687344097581,-80.45857382179321,Sandwich Place
K01,43.46750655,-80.45676691,Canadian Tire,43.466372,-80.459881,Hardware Store
K01,43.46750655,-80.45676691,Boston Pizza,43.47254616436256,-80.45066833316926,Pizza Place
K01,43.46750655,-80.45676691,Whale And Ale,43.466447541252386,-80.45840082978164,Pub
K01,43.46750655,-80.45676691,Howl At The Moon,43.46854858423943,-80.44949645570722,Wings Joint
K01,43.46750655,-80.45676691,Arby's,43.464454492023435,-80.46236649155617,Fast Food Restaurant
K01,43.46750655,-80.45676691,Swiss Chalet,43.466413130409215,-80.45589289074388,Restaurant
K01,43.46750655,-80.45676691,The Beer Store,43.4668143,-80.4586875,Beer Store
K01,43.46750655,-80.45676691,McDonald's,43.46709558496516,-80.45653644269282,Fast Food Restaurant
K01,43.46750655,-80.45676691,Harvey's,43.4667874532994,-80.45493599779496,Restaurant
K01,43.46750655,-80.45676691,Enterprise Rent-A-Car,43.46738383936479,-80.4527419590446,Rental Car Location
K01,43.46750655,-80.45676691,Tim Hortons,43.46553395566439,-80.46188101172453,Coffee Shop
K01,43.46750655,-80.45676691,Scout Shop,43.46448,-80.459601,Clothing Store
K01,43.46750655,-80.45676691,Brick Brewing Company,43.47066103476292,-80.45205371720014,Brewery
K01,43.46750655,-80.45676691,Fairway Home Improvements,43.4623825,-80.4535773,Construction & Landscaping
K01,43.46750655,-80.45676691,Bingemans Screampark,43.47227873447359,-80.45029382390162,General Entertainment
K02,43.44183516,-80.42731253,Springmount Park,43.447436696530616,-80.42778129014015,Park
K02,43.44183516,-80.42731253,Abc Moving and Storage,43.44777827256085,-80.42528629302979,Bus Station
K02,43.44183516,-80.42731253,Titos Pizza,43.43572248692361,-80.4278736561071,Pizza Place
K02,43.44183516,-80.42731253,Lackner Woods Park,43.444998219692735,-80.41970158887281,Trail
K04,43.38286678,-80.43175205,Guardian Drug,43.383033,-80.428341,Pharmacy
K04,43.38286678,-80.43175205,Windrush Park,43.38297793607057,-80.42816161993554,Park
K04,43.38286678,-80.43175205,Pizzeria La Terrazza,43.38196288177297,-80.42792938609172,Pizza Place
K04,43.38286678,-80.43175205,Kur spa,43.38210094380154,-80.42734119198172,Spa
K05,43.38415865,-80.4921803,Tim Hortons,43.382629,-80.489399,Coffee Shop
K05,43.38415865,-80.4921803,St. Louis Bar & Grill,43.38333947537908,-80.4903899942633,Bar
K05,43.38415865,-80.4921803,Tepperman's,43.38315,-80.4897,Furniture / Home Store
K05,43.38415865,-80.4921803,Sophia park,43.386132783387495,-80.48705915835559,Park
K06,43.41523759,-80.48778382,McLennan Park,43.41718968663986,-80.48685284002525,Park
K06,43.41523759,-80.48778382,Hong Kong Seafood Restaurant,43.41308336468258,-80.47928533563137,Asian Restaurant
K06,43.41523759,-80.48778382,Brent's No Frills,43.413539,-80.480492,Grocery Store
K06,43.41523759,-80.48778382,Lions Arena,43.41289054831924,-80.48319874874785,Skating Rink
K06,43.41523759,-80.48778382,Lion's Park,43.41229793830292,-80.48566378490548,Park
K06,43.41523759,-80.48778382,McLennan Dog Park,43.41823163768697,-80.48570179149732,Dog Run
K06,43.41523759,-80.48778382,TD Canada Trust,43.41451,-80.4794894,Bank
K06,43.41523759,-80.48778382,Circle K,43.4157995,-80.4792967,Convenience Store
K06,43.41523759,-80.48778382,Dollar Tree,43.41404798863775,-80.48019982435095,Discount Store
K06,43.41523759,-80.48778382,Red Apple,43.413676,-80.479979,Convenience Store
K06,43.41523759,-80.48778382,platos closet,43.41328247192669,-80.47980513198266,Clothing Store
K06,43.41523759,-80.48778382,Harvey's,43.4132311115497,-80.4795518755195,Fast Food Restaurant
K06,43.41523759,-80.48778382,Forest Glen Plaza,43.41372212542279,-80.47934901930654,Shopping Mall
K06,43.41523759,-80.48778382,Marios Pizza,43.41319046257317,-80.479142681796,Pizza Place
K06,43.41523759,-80.48778382,Forest Glen Terminal,43.41405541084053,-80.47879627186953,Bus Station
K07,43.425385799999994,-80.54489523,LCBO,43.42526701284959,-80.55384364836068,Liquor Store
K07,43.425385799999994,-80.54489523,Sobeys,43.425927730543236,-80.55365190993618,Grocery Store
K07,43.425385799999994,-80.54489523,Starbucks,43.42650497453053,-80.5531470766,Coffee Shop
K07,43.425385799999994,-80.54489523,Subway,43.42487764774781,-80.55415561876958,Sandwich Place
K07,43.425385799999994,-80.54489523,Circle K,43.4253858,-80.5448924,Convenience Store
K07,43.425385799999994,-80.54489523,M&M Food Market,43.42547735632601,-80.54488167116392,Supermarket
K07,43.425385799999994,-80.54489523,Harvey's,43.426758257016125,-80.5529812783787,Restaurant
K07,43.425385799999994,-80.54489523,Sunset Grill,43.42466452097102,-80.55410773658917,Breakfast Spot
K07,43.425385799999994,-80.54489523,RBC Royal Bank,43.4265368,-80.55268029999999,Bank
K07,43.425385799999994,-80.54489523,Pet Valu,43.42498990114726,-80.55379784688745,Pet Store
K07,43.425385799999994,-80.54489523,Pizzaville,43.42493086593069,-80.55406987667084,Pizza Place
K07,43.425385799999994,-80.54489523,Tim Hortons,43.42347124052844,-80.55345565080643,Coffee Shop
K08,43.43707244,-80.51932757,SOS (Southern Ontario Smoked) BBQ,43.43493709483813,-80.51545237138828,BBQ Joint
K08,43.43707244,-80.51932757,Red Ginger,43.43585140424514,-80.51311773470505,Thai Restaurant
K08,43.43707244,-80.51932757,A&W,43.4362,-80.512695,Fast Food Restaurant
K08,43.43707244,-80.51932757,Pita Factory,43.43888136161034,-80.51071128406095,Greek Restaurant
K08,43.43707244,-80.51932757,Joey's Seafood Restaurants,43.438036,-80.510461,Seafood Restaurant
K08,43.43707244,-80.51932757,Glogowski Euro Food,43.43700543601327,-80.51168844954734,Grocery Store
K08,43.43707244,-80.51932757,Wendy’s,43.4406901340103,-80.52137052170565,Fast Food Restaurant
K08,43.43707244,-80.51932757,Swiss Chalet,43.43520993361296,-80.51522799958332,Restaurant
K08,43.43707244,-80.51932757,McDonald's,43.436455210786576,-80.51249870012055,Fast Food Restaurant
K08,43.43707244,-80.51932757,Harvey's,43.43575680256039,-80.51265203964442,Restaurant
K08,43.43707244,-80.51932757,KW Gymnastics,43.43743486199477,-80.52495654462327,Gym / Fitness Center
K08,43.43707244,-80.51932757,Shoppers Drug Mart,43.434225,-80.516688,Pharmacy
K08,43.43707244,-80.51932757,Tim Hortons,43.43814524715547,-80.51079109311098,Coffee Shop
K08,43.43707244,-80.51932757,Salvation Army Thrift Store,43.43428912254586,-80.51642599906582,Thrift / Vintage Store
K08,43.43707244,-80.51932757,Dollarama,43.435025,-80.515414,Discount Store
K08,43.43707244,-80.51932757,The UPS Store,43.43469292108692,-80.51571594364813,Shipping Store
K08,43.43707244,-80.51932757,Little Caesars Pizza,43.4349979896436,-80.51566814504451,Pizza Place
K08,43.43707244,-80.51932757,Mr.Sub,43.436518,-80.51428,Restaurant
K08,43.43707244,-80.51932757,Food Basics,43.43766859843717,-80.51197171212607,Supermarket
K08,43.43707244,-80.51932757,Stop 2 Shop,43.43511993605678,-80.51451120107627,Convenience Store
K08,43.43707244,-80.51932757,Petro-Canada,43.437013,-80.512786,Gas Station
K08,43.43707244,-80.51932757,Fiddleheads,43.43677851180891,-80.51326662504607,Food & Drink Shop
K08,43.43707244,-80.51932757,RBC Royal Bank,43.436607012431374,-80.51182953728335,Bank
K08,43.43707244,-80.51932757,Queensmount Arena,43.434061251987075,-80.51277977115903,Skating Rink
K08,43.43707244,-80.51932757,Double Deal,43.44010147909206,-80.52644025597725,Pizza Place
K08,43.43707244,-80.51932757,Onkar Foods and Spices,43.44005063722765,-80.5267821461755,Grocery Store
K08,43.43707244,-80.51932757,Crystal Clear Water Centres,43.43891,-80.510396,Food & Drink Shop
K09,43.44130888,-80.48855592,TWB Cooperative Brewing,43.43644435091877,-80.48472544313306,Brewery
K09,43.44130888,-80.48855592,Pupuseria Latinos Restaurant,43.44718928377727,-80.4849908547812,Latin American Restaurant
K09,43.44130888,-80.48855592,Woodside Park,43.44060080540316,-80.49591950307939,Baseball Field
K09,43.44130888,-80.48855592,Four All Ice Cream,43.441494,-80.48862,Ice Cream Shop
K09,43.44130888,-80.48855592,Transylvania Haus at the Stampede Corral,43.440605006639714,-80.48555930777385,Beer Garden
K09,43.44130888,-80.48855592,Short Finger Brewing Co,43.440907,-80.48035,Brewery
K10,43.45767164,-80.48457583,MPC Public,43.45858864751825,-80.48377990722656,Restaurant
K10,43.45767164,-80.48457583,Centre In The Square,43.45427986181292,-80.48394830223457,Concert Hall
K10,43.45767164,-80.48457583,Descendants Beer & Beverage Co,43.457997248428924,-80.48382905218767,Brewery
K10,43.45767164,-80.48457583,Smile Tiger Coffee Roasters,43.45586033722167,-80.49182995484887,Coffee Shop
K10,43.45767164,-80.48457583,LA Fitness,43.457360583667636,-80.48691238121674,Gym / Fitness Center
K10,43.45767164,-80.48457583,Apollo Cinema,43.451791607553915,-80.48878270343529,Movie Theater
K10,43.45767164,-80.48457583,David's Fresh Cut Fries,43.45975722974594,-80.48269921707424,Fast Food Restaurant
K10,43.45767164,-80.48457583,Metro Restaurant,43.455869266475645,-80.49115498523729,German Restaurant
K10,43.45767164,-80.48457583,Jimmy's Lunch,43.45768653438624,-80.4844813639451,Diner
K10,43.45767164,-80.48457583,Three Kretans,43.452432577049244,-80.48407674731192,Greek Restaurant
K10,43.45767164,-80.48457583,DeliWorks,43.45102925905154,-80.48514236993721,Restaurant
K10,43.45767164,-80.48457583,Sam's Chinese Kitchen 點心屋私房菜,43.45896002857625,-80.48159642631441,Dim Sum Restaurant
K10,43.45767164,-80.48457583,Mei King,43.45685171928935,-80.48919730535457,Chinese Restaurant
K10,43.45767164,-80.48457583,Groundhog Divers,43.456549301585696,-80.48986134848549,Sporting Goods Shop
K10,43.45767164,-80.48457583,Kitchener GO Station,43.455660938476356,-80.49313620946378,Train Station
K10,43.45767164,-80.48457583,VIA Rail Kitchener,43.45567560476117,-80.49320503724195,Train Station
K10,43.45767164,-80.48457583,Inspirations Dancewear,43.46256973157737,-80.48851423094791,Clothing Store
W01,43.44702464,-80.56254102,Dutchies Fresh Market,43.444884505853565,-80.57074851558845,Grocery Store
W01,43.44702464,-80.56254102,Boston Pizza,43.445945756794764,-80.57133776018073,Pizza Place
W01,43.44702464,-80.56254102,TD Canada Trust,43.45169414130759,-80.55655896663671,Bank
W01,43.44702464,-80.56254102,Winners,43.4447195502287,-80.5701845884323,Department Store
W01,43.44702464,-80.56254102,Westvale Park,43.44694659022918,-80.56148477011057,Park
W01,43.44702464,-80.56254102,PetSmart,43.44450674080416,-80.57068347930908,Pet Store
W01,43.44702464,-80.56254102,David's Gourmet,43.446852935894505,-80.57105580335674,Deli / Bodega
W02,43.46752806,-80.59171463,Bogda Uyghur Cuisine Restaurant,43.4677409544014,-80.59356449040794,Asian Restaurant
W02,43.46752806,-80.59171463,Dairy Queen,43.47237335525482,-80.59270977973938,Ice Cream Shop
W02,43.46752806,-80.59171463,Wild Wing,43.4726070561284,-80.59455956736755,Wings Joint
W02,43.46752806,-80.59171463,Shoppers Drug Mart,43.472277,-80.593437,Pharmacy
W02,43.46752806,-80.59171463,Subway,43.47212922481584,-80.59319048185287,Sandwich Place
W02,43.46752806,-80.59171463,SOGO Cuisine,43.47053,-80.594024,Asian Restaurant
W02,43.46752806,-80.59171463,Food Basics,43.47277238555545,-80.59343326092858,Supermarket
W02,43.46752806,-80.59171463,GameStop,43.47151924439672,-80.59296273898545,Video Game Store
W02,43.46752806,-80.59171463,EB Games,43.471691340978765,-80.5930006961739,Video Game Store
W02,43.46752806,-80.59171463,Twice The Deal Pizza,43.472116217023874,-80.59293020423851,Pizza Place
W02,43.46752806,-80.59171463,Lin's Garden,43.472449535103735,-80.59272957301407,Chinese Restaurant
W02,43.46752806,-80.59171463,Old Oak Park,43.47171738264478,-80.58609008789062,Park
W02,43.46752806,-80.59171463,Salzburg park,43.46171870537881,-80.58801730945386,Park
W03,43.49248702,-80.56311178,Subway,43.48760884657867,-80.55890265152117,Sandwich Place
W03,43.49248702,-80.56311178,Northlake Woods Public School,43.49652811214732,-80.56610625562088,College Classroom
W03,43.49248702,-80.56311178,Pinebrook Park,43.497141328570976,-80.56244373321532,Park
W03,43.49248702,-80.56311178,Lakeshore Optimist Park,43.498301037696685,-80.55973120713405,Park
W04,43.50533723,-80.51575545,Classic Indian Restaurant,43.50511470298203,-80.52483444761243,Indian Restaurant
W04,43.50533723,-80.51575545,Maestro's Pizza,43.504284,-80.509178,Pizza Place
W04,43.50533723,-80.51575545,I.D.A. Eastbridge Pharmacy,43.504288,-80.509019,Pharmacy
W04,43.50533723,-80.51575545,Two Scrapbook Friends,43.50422637954832,-80.50889884829544,Arts & Crafts Store
W04,43.50533723,-80.51575545,Krav Maga,43.51103672274836,-80.51956877696128,Martial Arts Dojo
W04,43.50533723,-80.51575545,Timeless Material Company,43.50649864211685,-80.52447571661666,Furniture / Home Store
W05,43.48892327,-80.49853611,FreshCo,43.48937517462845,-80.49254679060432,Grocery Store
W05,43.48892327,-80.49853611,Bechtel Park,43.48575586932504,-80.49314113815788,Park
W05,43.48892327,-80.49853611,Subway,43.48897270533024,-80.49187595203483,Sandwich Place
W05,43.48892327,-80.49853611,Chill Bar And Grill,43.49524218177248,-80.50089459791789,Bar
W05,43.48892327,-80.49853611,Mediterraneo Restaurant,43.488695705836555,-80.49241560726182,Mediterranean Restaurant
W05,43.48892327,-80.49853611,Tim Hortons,43.488842357265874,-80.49270093441015,Coffee Shop
W05,43.48892327,-80.49853611,The Sanctuary Day Spa,43.4892699694006,-80.49472001708394,Cosmetics Shop
W05,43.48892327,-80.49853611,Rexall,43.489418,-80.493896,Pharmacy
W05,43.48892327,-80.49853611,Global Pet Foods,43.488741066273356,-80.49234930182699,Pet Store
W05,43.48892327,-80.49853611,New Orleans Pizza,43.48888,-80.49227,Pizza Place
W05,43.48892327,-80.49853611,University Garden,43.488909859708215,-80.4921380339965,Chinese Restaurant
W05,43.48892327,-80.49853611,Little Caesars Pizza,43.49534068872049,-80.50092686881072,Pizza Place
W06,43.47046663,-80.55186311,CIF Gym,43.47543585039182,-80.54798464752287,College Gym
W06,43.47046663,-80.55186311,Booster Juice,43.47189929,-80.54529562,Juice Bar
W06,43.47046663,-80.55186311,Egg Fountain,43.47179029688832,-80.54342061973769,Outdoor Sculpture
W06,43.47046663,-80.55186311,The Bombshelter Pub,43.47159045376665,-80.5449682143955,Bar
W06,43.47046663,-80.55186311,Pita Pit,43.471699024763126,-80.54537471209863,Sandwich Place
W06,43.47046663,-80.55186311,Subway,43.471665387998016,-80.5453138848049,Sandwich Place
W06,43.47046663,-80.55186311,Tim Hortons,43.47152382544171,-80.54527423387961,Coffee Shop
W06,43.47046663,-80.55186311,Starbucks,43.47060861387961,-80.5437592268182,Coffee Shop
W06,43.47046663,-80.55186311,International News,43.471583634668605,-80.54534408862789,Convenience Store
W06,43.47046663,-80.55186311,Campus Bubble,43.471854030111864,-80.54509913349486,Juice Bar
W06,43.47046663,-80.55186311,The Atrium,43.46886961852793,-80.54552514683598,Café
W06,43.47046663,-80.55186311,Wasabi! @UWFeds,43.471828636815026,-80.5451580835555,Sushi Restaurant
W06,43.47046663,-80.55186311,Open Cafe,43.476895373207114,-80.5530204103733,Café
W06,43.47046663,-80.55186311,Coffee & Donut Shop (MC),43.47176306982459,-80.54342644568429,Coffee Shop
W07,43.46636455,-80.52301221,Death Valley's Little Brother,43.46801331172329,-80.52298840279134,Coffee Shop
W07,43.46636455,-80.52301221,Abe Erb Brewing,43.46441142055101,-80.52240638460776,Brewery
W07,43.46636455,-80.52301221,Cheeses Murphy,43.466481884567884,-80.52274468637836,Sandwich Place
W07,43.46636455,-80.52301221,The Jazz Room,43.46698546040669,-80.52303249354202,Jazz Club
W07,43.46636455,-80.52301221,Masala Bay Fine Indian Dining,43.465530653975264,-80.52163410171629,Indian Restaurant
W07,43.46636455,-80.52301221,The Original Princess Cinema,43.46689971564721,-80.52325398172026,Indie Movie Theater
W07,43.46636455,-80.52301221,Beertown Public House,43.46398689175778,-80.52261755112174,Gastropub
W07,43.46636455,-80.52301221,Nick and Nat's Uptown 21,43.465651924369965,-80.52253539042476,French Restaurant
W07,43.46636455,-80.52301221,Seven Shores Urban Market & Cafe,43.466021515073834,-80.52121976998822,Café
W07,43.46636455,-80.52301221,Famoso Neapolitan Pizzeria,43.46435533490519,-80.52229620303598,Pizza Place
W07,43.46636455,-80.52301221,aroma Cafe,43.464748,-80.523567,Café
W07,43.46636455,-80.52301221,White Rabbit,43.466448555688906,-80.52283581697327,Bar
W07,43.46636455,-80.52301221,Settlement Co.,43.46573165963483,-80.52267146244093,Coffee Shop
W07,43.46636455,-80.52301221,Stark & Perri Bar,43.46704230644573,-80.52252077867246,Bar
W07,43.46636455,-80.52301221,Watami Sushi and Sake Bar,43.46553769056703,-80.52249644670418,Japanese Restaurant
W07,43.46636455,-80.52301221,Loloan Lobby Bar,43.4667027331503,-80.52388724430156,Indonesian Restaurant
W07,43.46636455,-80.52301221,Jane Bond,43.4666757270334,-80.52330468538189,Vegetarian / Vegan Restaurant
W07,43.46636455,-80.52301221,Duke of Wellington Pub,43.46458809973646,-80.52366049382464,Pub
W07,43.46636455,-80.52301221,Ethel's Lounge,43.469206037876035,-80.52324889637273,Bar
W07,43.46636455,-80.52301221,Princess Cafe,43.46647555760654,-80.52260354141944,Café
W07,43.46636455,-80.52301221,Empress of India,43.46883516519108,-80.52350740395663,Indian Restaurant
W07,43.46636455,-80.52301221,My-Thai,43.466647629429076,-80.52291471771197,Thai Restaurant
W07,43.46636455,-80.52301221,Taco Farm,43.46521288513057,-80.52288767874565,Mexican Restaurant
W07,43.46636455,-80.52301221,DAVIDsTEA,43.46330879536602,-80.52227523475631,Tea Room
W07,43.46636455,-80.52301221,Starbucks,43.463184,-80.522226,Coffee Shop
W07,43.46636455,-80.52301221,Moksha Yoga,43.46531979757804,-80.51882668117648,Yoga Studio
W07,43.46636455,-80.52301221,LCBO,43.46204278169505,-80.52186819192566,Liquor Store
W07,43.46636455,-80.52301221,Princess Twin,43.46654143912124,-80.52254480315783,Indie Movie Theater
W07,43.46636455,-80.52301221,Delta Hotels by Marriott Waterloo,43.4633637,-80.5284486,Hotel
W07,43.46636455,-80.52301221,Orange Monkey Music,43.46667371372696,-80.52325295974526,Record Shop
W07,43.46636455,-80.52301221,Solé Restaurant and Wine Bar,43.463539,-80.527127,Wine Bar
W07,43.46636455,-80.52301221,All My Nails Salon,43.46460170222692,-80.52206068018398,Nail Salon
W07,43.46636455,-80.52301221,The Waters Spa,43.46331941141367,-80.52291748346873,Spa
W07,43.46636455,-80.52301221,Red House,43.46074319348031,-80.5225575605537,Restaurant
W07,43.46636455,-80.52301221,The Works Gourmet Burger Bistro,43.463159,-80.521488,Restaurant
W07,43.46636455,-80.52301221,Café 22,43.46452938443149,-80.52215407643622,Café
W07,43.46636455,-80.52301221,Carry-On Comics & Books,43.466077035537396,-80.5225383900003,Bookstore
W07,43.46636455,-80.52301221,Owl Of Minerva Korean Restaurant And Bar,43.46535896487901,-80.52224179404492,Korean Restaurant
W07,43.46636455,-80.52301221,Gourmet Pizza,43.46296321812387,-80.52335510606022,Pizza Place
W07,43.46636455,-80.52301221,Words Worth Books,43.46299921640062,-80.52189822319414,Bookstore
W07,43.46636455,-80.52301221,Lion Brewery Restaurant,43.46685636390227,-80.52313465450604,German Restaurant
W07,43.46636455,-80.52301221,Yogurty's,43.46410328645303,-80.52258695539973,Frozen Yogurt Shop
W07,43.46636455,-80.52301221,Ginas Spa Hair Studio Medi Spa,43.465638,-80.521263,Salon / Barbershop
W07,43.46636455,-80.52301221,Marbles,43.46217656914553,-80.52108291916905,Restaurant
W07,43.46636455,-80.52301221,Cora's,43.463997809997466,-80.52351835726822,Breakfast Spot
W07,43.46636455,-80.52301221,The Huether Hotel,43.46689121358575,-80.5230829524126,Brewery
W07,43.46636455,-80.52301221,Canadian Clay & Glass Gallery,43.465009,-80.52569,Art Gallery
W07,43.46636455,-80.52301221,King Street Trio,43.46437618498207,-80.52197013274143,Restaurant
W07,43.46636455,-80.52301221,Wildfire Steakhouse,43.462376779034734,-80.52129545166622,Steakhouse
W07,43.46636455,-80.52301221,Proof Kitchen & Lounge,43.46324124255356,-80.5283698116393,Gastropub
W07,43.46636455,-80.52301221,The Shops at Waterloo Town Square,43.46360375596911,-80.52327275276184,Shopping Mall
W07,43.46636455,-80.52301221,TD Canada Trust,43.46478738548141,-80.52257001399994,Bank
W07,43.46636455,-80.52301221,Café 1842,43.46687005536107,-80.52300949938034,Café
W07,43.46636455,-80.52301221,Bulk Barn,43.46925459552136,-80.51590397035073,Food & Drink Shop
W07,43.46636455,-80.52301221,Symposium Café Restaurant & Lounge,43.46522635075343,-80.52210751961032,Restaurant
W07,43.46636455,-80.52301221,Thai Sun,43.46298001954848,-80.52358595450673,Thai Restaurant
W07,43.46636455,-80.52301221,Waterloo Public Square,43.463936205521044,-80.52195040800994,Plaza
W07,43.46636455,-80.52301221,Fratello Pizza,43.46793859996191,-80.52293385099932,Pizza Place
W07,43.46636455,-80.52301221,Booster Juice,43.46302948,-80.52364539,Juice Bar
W07,43.46636455,-80.52301221,Tim Hortons,43.46901458360032,-80.52366435527807,Coffee Shop
W07,43.46636455,-80.52301221,Starlight Lounge,43.466463021497766,-80.52294040101587,Bar
W07,43.46636455,-80.52301221,Angie's Kitchen,43.4646042694465,-80.52416772781638,Breakfast Spot
W07,43.46636455,-80.52301221,Bob's valu-mart,43.463495,-80.523537,Grocery Store
W07,43.46636455,-80.52301221,Long & McQuade Musical Instruments,43.4663385496964,-80.52245909016222,Music Store
W07,43.46636455,-80.52301221,Shoppers Drug Mart,43.463868,-80.522773,Pharmacy
W07,43.46636455,-80.52301221,McCabe's Irish Pub & Grill Waterloo,43.464218934726375,-80.52186459302902,Pub
W07,43.46636455,-80.52301221,Heel Boy,43.46383373880983,-80.5232255888693,Shoe Store
W07,43.46636455,-80.52301221,Barley Works,43.46702534397642,-80.5230997597752,American Restaurant
W07,43.46636455,-80.52301221,RBC Royal Bank,43.46373823323546,-80.52177407708596,Bank
W07,43.46636455,-80.52301221,Petro-Canada,43.469921,-80.515485,Gas Station
W07,43.46636455,-80.52301221,Nougat Bakery,43.46312233164358,-80.52340659683671,Bakery
W07,43.46636455,-80.52301221,Sanction Skate & Snow,43.46302750689788,-80.52197456359862,Board Shop
W07,43.46636455,-80.52301221,Sobeys Bridgeport,43.469879,-80.515248,Grocery Store
W07,43.46636455,-80.52301221,iShawarma,43.469267,-80.515951,Middle Eastern Restaurant
